cancer_label,volume,sex,per1,per2,country_label,cases,py,asr,rank,country_code,cancer_code
Other endocrine,1,1,1959,1961,Norway,13,5368200,0.26,28,557800099,51
Other endocrine,1,2,1959,1961,Norway,9,5405430,0.14,28,557800099,51
Other endocrine,1,1,1956,1960,Slovenia,8,3714150,0.23,27,570500099,51
Other endocrine,1,2,1956,1960,Slovenia,2,4096050,0.04,29,570500099,51
Other endocrine,1,1,1959,1961,Sweden,194,11194440,1.4,21,575200099,51
Other endocrine,1,2,1959,1961,Sweden,196,11246760,1.33,22,575200099,51
Other endocrine,1,1,1960,1962,"UK, England, West Midlands Region",50,7053300,0.61,24,582600199,51
Other endocrine,1,2,1960,1962,"UK, England, West Midlands Region",39,7218780,0.42,27,582600199,51
Other endocrine,1,1,1960,1962,"USA, Connecticut",26,3833490,0.67,26,384000499,51
Other endocrine,1,2,1960,1962,"USA, Connecticut",27,3977580,0.62,26,384000499,51
Other endocrine,1,1,1960,1963,"USA, Hawaii",1,1352680,0.09,27,684009999,51
Other endocrine,1,2,1960,1963,"USA, Hawaii",5,1178440,0.38,25,684009999,51
Hodgkin lymphoma,1,1,1960,1962,Canada,154,5617500,2.82,12,124,52
Hodgkin lymphoma,1,2,1960,1962,Canada,85,5292900,1.75,19,124,52
Hodgkin lymphoma,1,1,1962,1964,"Colombia, Cali",17,665831,3.39,17,217000199,52
Hodgkin lymphoma,1,2,1962,1964,"Colombia, Cali",9,732048,1.62,19,217000199,52
Hodgkin lymphoma,1,1,1953,1957,Denmark,299,10996550,2.55,13,520800099,52
Hodgkin lymphoma,1,2,1953,1957,Denmark,206,11172700,1.73,18,520800099,52
Hodgkin lymphoma,1,1,1959,1961,Finland,160,6417600,2.51,14,524600099,52
Hodgkin lymphoma,1,2,1959,1961,Finland,97,6921000,1.34,21,524600099,52
Hodgkin lymphoma,1,1,1960,1963,Israel,121,4551960,2.85,15,437600099,52
Hodgkin lymphoma,1,2,1960,1963,Israel,95,4423200,2.19,21,437600099,52
Hodgkin lymphoma,1,1,1959,1960,"Japan, Miyagi Prefecture",11,1697140,0.92,16,439200299,52
Hodgkin lymphoma,1,2,1959,1960,"Japan, Miyagi Prefecture",2,1789200,0.13,26,439200299,52
Hodgkin lymphoma,1,1,1960,1962,New Zealand,93,3666630,2.54,16,655400099,52
Hodgkin lymphoma,1,2,1960,1962,New Zealand,59,3626100,1.52,21,655400099,52
Hodgkin lymphoma,1,1,1959,1961,Norway,159,5368200,2.67,16,557800099,52
Hodgkin lymphoma,1,2,1959,1961,Norway,103,5405430,1.67,18,557800099,52
Hodgkin lymphoma,1,1,1956,1960,Slovenia,66,3714150,1.78,16,570500099,52
Hodgkin lymphoma,1,2,1956,1960,Slovenia,49,4096050,1.04,21,570500099,52
Hodgkin lymphoma,1,1,1959,1961,Sweden,387,11194440,2.91,12,575200099,52
Hodgkin lymphoma,1,2,1959,1961,Sweden,266,11246760,1.88,19,575200099,52
Hodgkin lymphoma,1,1,1960,1962,"UK, England, West Midlands Region",198,7053300,2.59,14,582600199,52
Hodgkin lymphoma,1,2,1960,1962,"UK, England, West Midlands Region",110,7218780,1.37,19,582600199,52
Hodgkin lymphoma,1,1,1960,1962,"USA, Connecticut",129,3833490,3.38,14,384000499,52
Hodgkin lymphoma,1,2,1960,1962,"USA, Connecticut",76,3977580,1.86,20,384000499,52
Hodgkin lymphoma,1,1,1960,1963,"USA, Hawaii",31,1352680,2.8,16,684009999,52
Hodgkin lymphoma,1,2,1960,1963,"USA, Hawaii",14,1178440,1.52,18,684009999,52
Non-Hodgkin lymphoma,1,1,1960,1962,Canada,311,5617500,5.3,11,124,53
Non-Hodgkin lymphoma,1,2,1960,1962,Canada,179,5292900,3.41,12,124,53
Non-Hodgkin lymphoma,1,1,1962,1964,"Colombia, Cali",31,665831,6.34,8,217000199,53
Non-Hodgkin lymphoma,1,2,1962,1964,"Colombia, Cali",20,732048,4.75,11,217000199,53
Non-Hodgkin lymphoma,1,1,1953,1957,Denmark,303,10996550,2.25,15,520800099,53
Non-Hodgkin lymphoma,1,2,1953,1957,Denmark,213,11172700,1.44,19,520800099,53
Non-Hodgkin lymphoma,1,1,1959,1961,Finland,151,6417600,2.53,13,524600099,53
Non-Hodgkin lymphoma,1,2,1959,1961,Finland,125,6921000,1.57,17,524600099,53
Non-Hodgkin lymphoma,1,1,1960,1963,Israel,394,4551960,9.56,7,437600099,53
Non-Hodgkin lymphoma,1,2,1960,1963,Israel,267,4423200,6.55,10,437600099,53
Non-Hodgkin lymphoma,1,1,1959,1960,"Japan, Miyagi Prefecture",41,1697140,2.95,11,439200299,53
Non-Hodgkin lymphoma,1,2,1959,1960,"Japan, Miyagi Prefecture",14,1789200,0.82,19,439200299,53
Non-Hodgkin lymphoma,1,1,1960,1962,New Zealand,209,3666630,5.67,11,655400099,53
Non-Hodgkin lymphoma,1,2,1960,1962,New Zealand,168,3626100,3.86,11,655400099,53
Non-Hodgkin lymphoma,1,1,1959,1961,Norway,275,5368200,4.25,11,557800099,53
Non-Hodgkin lymphoma,1,2,1959,1961,Norway,185,5405430,2.46,14,557800099,53
Non-Hodgkin lymphoma,1,1,1956,1960,Slovenia,110,3714150,2.96,12,570500099,53
Non-Hodgkin lymphoma,1,2,1956,1960,Slovenia,75,4096050,1.62,15,570500099,53
Non-Hodgkin lymphoma,1,1,1959,1961,Sweden,569,11194440,3.85,11,575200099,53
Non-Hodgkin lymphoma,1,2,1959,1961,Sweden,519,11246760,3.11,13,575200099,53
Non-Hodgkin lymphoma,1,1,1960,1962,"UK, England, West Midlands Region",300,7053300,3.69,11,582600199,53
Non-Hodgkin lymphoma,1,2,1960,1962,"UK, England, West Midlands Region",254,7218780,2.58,13,582600199,53
Non-Hodgkin lymphoma,1,1,1960,1962,"USA, Connecticut",232,3833490,5.5,13,384000499,53
Non-Hodgkin lymphoma,1,2,1960,1962,"USA, Connecticut",268,3977580,5.56,10,384000499,53
Non-Hodgkin lymphoma,1,1,1960,1963,"USA, Hawaii",59,1352680,5.47,11,684009999,53
Non-Hodgkin lymphoma,1,2,1960,1963,"USA, Hawaii",27,1178440,2.98,13,684009999,53
Multiple myeloma,1,1,1960,1962,Canada,126,5617500,2.2,15,124,55
Multiple myeloma,1,2,1960,1962,Canada,68,5292900,1.32,21,124,55
Multiple myeloma,1,1,1962,1964,"Colombia, Cali",2,665831,0.37,25,217000199,55
Multiple myeloma,1,2,1962,1964,"Colombia, Cali",2,732048,0.62,27,217000199,55
Multiple myeloma,1,1,1953,1957,Denmark,256,10996550,1.83,16,520800099,55
Multiple myeloma,1,2,1953,1957,Denmark,201,11172700,1.29,22,520800099,55
Multiple myeloma,1,1,1959,1961,Finland,75,6417600,1.25,20,524600099,55
Multiple myeloma,1,2,1959,1961,Finland,82,6921000,1.02,23,524600099,55
Multiple myeloma,1,1,1960,1963,Israel,83,4551960,2.09,18,437600099,55
Multiple myeloma,1,2,1960,1963,Israel,81,4423200,2.09,22,437600099,55
Multiple myeloma,1,1,1959,1960,"Japan, Miyagi Prefecture",4,1697140,0.32,23,439200299,55
Multiple myeloma,1,2,1959,1960,"Japan, Miyagi Prefecture",1,1789200,0.06,28,439200299,55
Multiple myeloma,1,1,1960,1962,New Zealand,73,3666630,1.89,19,655400099,55
Multiple myeloma,1,2,1960,1962,New Zealand,76,3626100,1.74,19,655400099,55
Multiple myeloma,1,1,1959,1961,Norway,217,5368200,2.91,14,557800099,55
Multiple myeloma,1,2,1959,1961,Norway,109,5405430,1.33,20,557800099,55
Multiple myeloma,1,1,1956,1960,Slovenia,29,3714150,0.78,23,570500099,55
Multiple myeloma,1,2,1956,1960,Slovenia,28,4096050,0.57,24,570500099,55
Multiple myeloma,1,1,1959,1961,Sweden,416,11194440,2.53,13,575200099,55
Multiple myeloma,1,2,1959,1961,Sweden,344,11246760,1.88,20,575200099,55
Multiple myeloma,1,1,1960,1962,"UK, England, West Midlands Region",88,7053300,1.02,18,582600199,55
Multiple myeloma,1,2,1960,1962,"UK, England, West Midlands Region",88,7218780,0.86,22,582600199,55
Multiple myeloma,1,1,1960,1962,"USA, Connecticut",97,3833490,2.17,20,384000499,55
Multiple myeloma,1,2,1960,1962,"USA, Connecticut",94,3977580,1.83,21,384000499,55
Multiple myeloma,1,1,1960,1963,"USA, Hawaii",14,1352680,1.34,21,684009999,55
Multiple myeloma,1,2,1960,1963,"USA, Hawaii",7,1178440,0.93,22,684009999,55
Leukaemia,1,1,1960,1962,Canada,435,5617500,7.21,7,124,101
Leukaemia,1,2,1960,1962,Canada,245,5292900,4.45,10,124,101
Leukaemia,1,1,1962,1964,"Colombia, Cali",24,665831,4.14,14,217000199,101
Leukaemia,1,2,1962,1964,"Colombia, Cali",10,732048,2.05,17,217000199,101
Leukaemia,1,1,1953,1957,Denmark,1032,10996550,8.04,6,520800099,101
Leukaemia,1,2,1953,1957,Denmark,701,11172700,5.24,8,520800099,101
Leukaemia,1,1,1959,1961,Finland,416,6417600,6.91,8,524600099,101
Leukaemia,1,2,1959,1961,Finland,411,6921000,5.46,8,524600099,101
Leukaemia,1,1,1960,1963,Israel,381,4551960,9.29,8,437600099,101
Leukaemia,1,2,1960,1963,Israel,291,4423200,6.97,9,437600099,101
Leukaemia,1,1,1959,1960,"Japan, Miyagi Prefecture",56,1697140,3.78,9,439200299,101
Leukaemia,1,2,1959,1960,"Japan, Miyagi Prefecture",49,1789200,2.71,10,439200299,101
Leukaemia,1,1,1960,1962,New Zealand,318,3666630,8.29,7,655400099,101
Leukaemia,1,2,1960,1962,New Zealand,230,3626100,5.57,8,655400099,101
Leukaemia,1,1,1959,1961,Norway,483,5368200,7.55,5,557800099,101
Leukaemia,1,2,1959,1961,Norway,394,5405430,5.66,8,557800099,101
Leukaemia,1,1,1956,1960,Slovenia,188,3714150,5.15,7,570500099,101
Leukaemia,1,2,1956,1960,Slovenia,141,4096050,3.22,10,570500099,101
Leukaemia,1,1,1959,1961,Sweden,1285,11194440,8.94,5,575200099,101
Leukaemia,1,2,1959,1961,Sweden,940,11246760,6.19,8,575200099,101
Leukaemia,1,1,1960,1962,"UK, England, West Midlands Region",388,7053300,5.09,9,582600199,101
Leukaemia,1,2,1960,1962,"UK, England, West Midlands Region",350,7218780,3.89,11,582600199,101
Leukaemia,1,1,1960,1962,"USA, Connecticut",420,3833490,9.86,7,384000499,101
Leukaemia,1,2,1960,1962,"USA, Connecticut",224,3977580,4.55,12,384000499,101
Leukaemia,1,1,1960,1963,"USA, Hawaii",84,1352680,7.55,7,684009999,101
Leukaemia,1,2,1960,1963,"USA, Hawaii",54,1178440,5.12,10,684009999,101
"Lip, oral cavity and pharynx",1,1,1960,1962,Canada,1284,5617500,22.15,4,124,102
"Lip, oral cavity and pharynx",1,2,1960,1962,Canada,249,5292900,4.77,8,124,102
"Lip, oral cavity and pharynx",1,1,1962,1964,"Colombia, Cali",42,665831,13.71,5,217000199,102
"Lip, oral cavity and pharynx",1,2,1962,1964,"Colombia, Cali",41,732048,9.4,5,217000199,102
"Lip, oral cavity and pharynx",1,1,1953,1957,Denmark,1077,10996550,7.62,7,520800099,102
"Lip, oral cavity and pharynx",1,2,1953,1957,Denmark,375,11172700,2.48,15,520800099,102
"Lip, oral cavity and pharynx",1,1,1959,1961,Finland,805,6417600,13.61,4,524600099,102
"Lip, oral cavity and pharynx",1,2,1959,1961,Finland,341,6921000,4.23,12,524600099,102
"Lip, oral cavity and pharynx",1,1,1960,1963,Israel,361,4551960,8.73,9,437600099,102
"Lip, oral cavity and pharynx",1,2,1960,1963,Israel,190,4423200,4.74,13,437600099,102
"Lip, oral cavity and pharynx",1,1,1959,1960,"Japan, Miyagi Prefecture",43,1697140,3.23,10,439200299,102
"Lip, oral cavity and pharynx",1,2,1959,1960,"Japan, Miyagi Prefecture",23,1789200,1.45,16,439200299,102
"Lip, oral cavity and pharynx",1,1,1960,1962,New Zealand,306,3666630,8.17,8,655400099,102
"Lip, oral cavity and pharynx",1,2,1960,1962,New Zealand,118,3626100,2.81,15,655400099,102
"Lip, oral cavity and pharynx",1,1,1959,1961,Norway,545,5368200,7.47,6,557800099,102
"Lip, oral cavity and pharynx",1,2,1959,1961,Norway,174,5405430,2.02,16,557800099,102
"Lip, oral cavity and pharynx",1,1,1956,1960,Slovenia,382,3714150,10.52,5,570500099,102
"Lip, oral cavity and pharynx",1,2,1956,1960,Slovenia,105,4096050,2.23,12,570500099,102
"Lip, oral cavity and pharynx",1,1,1959,1961,Sweden,1052,11194440,6.63,10,575200099,102
"Lip, oral cavity and pharynx",1,2,1959,1961,Sweden,535,11246760,2.99,16,575200099,102
"Lip, oral cavity and pharynx",1,1,1960,1962,"UK, England, West Midlands Region",763,7053300,9.2,6,582600199,102
"Lip, oral cavity and pharynx",1,2,1960,1962,"UK, England, West Midlands Region",415,7218780,4.07,10,582600199,102
"Lip, oral cavity and pharynx",1,1,1960,1962,"USA, Connecticut",706,3833490,15.99,6,384000499,102
"Lip, oral cavity and pharynx",1,2,1960,1962,"USA, Connecticut",178,3977580,3.53,14,384000499,102
"Lip, oral cavity and pharynx",1,1,1960,1963,"USA, Hawaii",114,1352680,10.47,5,684009999,102
"Lip, oral cavity and pharynx",1,2,1960,1963,"USA, Hawaii",38,1178440,4.13,11,684009999,102
Colorectum,1,1,1960,1962,Canada,1646,5617500,26.83,1,124,103
Colorectum,1,2,1960,1962,Canada,1364,5292900,25.65,2,124,103
Colorectum,1,1,1962,1964,"Colombia, Cali",25,665831,7.62,7,217000199,103
Colorectum,1,2,1962,1964,"Colombia, Cali",21,732048,4.71,12,217000199,103
Colorectum,1,1,1953,1957,Denmark,4289,10996550,28.33,2,520800099,103
Colorectum,1,2,1953,1957,Denmark,4034,11172700,24.18,3,520800099,103
Colorectum,1,1,1959,1961,Finland,706,6417600,12.37,5,524600099,103
Colorectum,1,2,1959,1961,Finland,1037,6921000,12.17,4,524600099,103
Colorectum,1,1,1960,1963,Israel,684,4551960,18.1,3,437600099,103
Colorectum,1,2,1960,1963,Israel,771,4423200,19.57,2,437600099,103
Colorectum,1,1,1959,1960,"Japan, Miyagi Prefecture",109,1697140,8.81,4,439200299,103
Colorectum,1,2,1959,1960,"Japan, Miyagi Prefecture",131,1789200,8.48,5,439200299,103
Colorectum,1,1,1960,1962,New Zealand,1377,3666630,35.81,2,655400099,103
Colorectum,1,2,1960,1962,New Zealand,1367,3626100,31.92,2,655400099,103
Colorectum,1,1,1959,1961,Norway,1268,5368200,17.05,3,557800099,103
Colorectum,1,2,1959,1961,Norway,1244,5405430,14.34,4,557800099,103
Colorectum,1,1,1956,1960,Slovenia,411,3714150,11.48,3,570500099,103
Colorectum,1,2,1956,1960,Slovenia,457,4096050,9.31,4,570500099,103
Colorectum,1,1,1959,1961,Sweden,3931,11194440,23.69,3,575200099,103
Colorectum,1,2,1959,1961,Sweden,3479,11246760,19.15,2,575200099,103
Colorectum,1,1,1960,1962,"UK, England, West Midlands Region",2560,7053300,30.4,2,582600199,103
Colorectum,1,2,1960,1962,"UK, England, West Midlands Region",2728,7218780,23.81,2,582600199,103
Colorectum,1,1,1960,1962,"USA, Connecticut",1830,3833490,40.36,2,384000499,103
Colorectum,1,2,1960,1962,"USA, Connecticut",1922,3977580,35.41,2,384000499,103
Colorectum,1,1,1960,1963,"USA, Hawaii",293,1352680,28.19,1,684009999,103
Colorectum,1,2,1960,1963,"USA, Hawaii",201,1178440,23.48,3,684009999,103
Oesophagus,2,1,2013,2017,Canada,7472,86365984,4.58,16,124,10
Oesophagus,2,2,2013,2017,Canada,2402,87683146,1.2,26,124,10
Stomach,2,1,2013,2017,Canada,11037,86365984,6.56,11,124,11
Stomach,2,2,2013,2017,Canada,6037,87683146,3.11,17,124,11
Small intestine,2,1,2013,2017,Canada,2731,86365984,1.74,24,124,12
Small intestine,2,2,2013,2017,Canada,2412,87683146,1.38,25,124,12
Liver,2,1,2013,2017,Canada,11228,86365984,7.04,10,124,16
Liver,2,2,2013,2017,Canada,4972,87683146,2.56,19,124,16
Gallbladder etc.,2,1,2013,2017,Canada,3681,86365984,2.12,23,124,17
Gallbladder etc.,2,2,2013,2017,Canada,3973,87683146,1.95,22,124,17
Pancreas,2,1,2013,2017,Canada,13529,86365984,8,9,124,18
Pancreas,2,2,2013,2017,Canada,12590,87683146,6.15,12,124,18
Nose sinuses etc.,2,1,2013,2017,Canada,882,86365984,0.61,33,124,19
Nose sinuses etc.,2,2,2013,2017,Canada,600,87683146,0.37,36,124,19
Larynx,2,1,2013,2017,Canada,4564,86365984,2.8,21,124,20
Larynx,2,2,2013,2017,Canada,859,87683146,0.48,33,124,20
Lung (incl. trachea and bronchus),2,1,2013,2017,Canada,69820,86365984,39.84,2,124,21
Lung (incl. trachea and bronchus),2,2,2013,2017,Canada,68714,87683146,36.14,2,124,21
Other thoracic organs,2,1,2013,2017,Canada,738,86365984,0.58,34,124,22
Other thoracic organs,2,2,2013,2017,Canada,535,87683146,0.38,35,124,22
Bone,2,1,2013,2017,Canada,1206,86365984,1.14,27,124,23
Bone,2,2,2013,2017,Canada,979,87683146,0.96,28,124,23
Melanoma of skin,2,1,2013,2017,Canada,20719,86365984,13.33,6,124,24
Melanoma of skin,2,2,2013,2017,Canada,17068,87683146,11.5,6,124,24
Other skin,2,1,2013,2017,Canada,29359,86365984,17,4,124,25
Other skin,2,2,2013,2017,Canada,22431,87683146,11.85,5,124,25
Mesothelioma,2,1,2013,2017,Canada,2303,86365984,1.22,26,124,26
Mesothelioma,2,2,2013,2017,Canada,659,87683146,0.35,38,124,26
Kaposi sarcoma,2,1,2013,2017,Canada,415,86365984,0.3,38,124,27
Kaposi sarcoma,2,2,2013,2017,Canada,80,87683146,0.04,44,124,27
Connective tissue,2,1,2013,2017,Canada,3970,86365984,2.91,20,124,28
Connective tissue,2,2,2013,2017,Canada,2878,87683146,2.14,21,124,28
Breast,2,1,2013,2017,Canada,1109,86365984,0.68,32,124,29
Breast,2,2,2013,2017,Canada,131523,87683146,84.79,1,124,29
Vulva,2,1,2013,2017,Canada,0,86365984,0,41,124,30
Vulva,2,2,2013,2017,Canada,3468,87683146,1.9,23,124,30
Vagina,2,1,2013,2017,Canada,0,86365984,0,42,124,31
Vagina,2,2,2013,2017,Canada,936,87683146,0.53,31,124,31
Cervix uteri,2,1,2013,2017,Canada,0,86365984,0,43,124,32
Cervix uteri,2,2,2013,2017,Canada,7094,87683146,5.99,13,124,32
Corpus uteri,2,1,2013,2017,Canada,0,86365984,0,44,124,33
Corpus uteri,2,2,2013,2017,Canada,30443,87683146,19.25,3,124,33
Uterus unspecified,2,1,2013,2017,Canada,0,86365984,0,45,124,34
Uterus unspecified,2,2,2013,2017,Canada,682,87683146,0.36,37,124,34
Ovary etc.,2,1,2013,2017,Canada,0,86365984,0,46,124,35
Ovary etc.,2,2,2013,2017,Canada,13395,87683146,8.55,9,124,35
Other female genital organs,2,1,2013,2017,Canada,0,86365984,0,47,124,36
Other female genital organs,2,2,2013,2017,Canada,1853,87683146,1.06,27,124,36
Placenta,2,1,2013,2017,Canada,0,86365984,0,48,124,37
Placenta,2,2,2013,2017,Canada,91,87683146,0.1,42,124,37
Penis,2,1,2013,2017,Canada,1171,86365984,0.7,31,124,38
Penis,2,2,2013,2017,Canada,0,87683146,0,45,124,38
Prostate,2,1,2013,2017,Canada,109322,86365984,66.88,1,124,39
Prostate,2,2,2013,2017,Canada,0,87683146,0,46,124,39
Testis,2,1,2013,2017,Canada,5271,86365984,5.76,14,124,40
Testis,2,2,2013,2017,Canada,0,87683146,0,47,124,40
Other male genital organs,2,1,2013,2017,Canada,306,86365984,0.2,39,124,41
Other male genital organs,2,2,2013,2017,Canada,0,87683146,0,48,124,41
Kidney,2,1,2013,2017,Canada,19226,86365984,12.97,8,124,42
Kidney,2,2,2013,2017,Canada,10342,87683146,6.48,10,124,42
Renal pelvis,2,1,2013,2017,Canada,983,86365984,0.55,35,124,43
Renal pelvis,2,2,2013,2017,Canada,718,87683146,0.32,40,124,43
Ureter,2,1,2013,2017,Canada,713,86365984,0.38,37,124,44
Ureter,2,2,2013,2017,Canada,442,87683146,0.19,41,124,44
Bladder,2,1,2013,2017,Canada,38186,86365984,21.64,3,124,45
Bladder,2,2,2013,2017,Canada,12346,87683146,6.19,11,124,45
Other urinary organs,2,1,2013,2017,Canada,1575,86365984,0.88,29,124,46
Other urinary organs,2,2,2013,2017,Canada,728,87683146,0.33,39,124,46
Eye,2,1,2013,2017,Canada,1000,86365984,0.76,30,124,47
Eye,2,2,2013,2017,Canada,875,87683146,0.66,30,124,47
"Brain, central nervous system",2,1,2013,2017,Canada,7784,86365984,6.39,12,124,48
"Brain, central nervous system",2,2,2013,2017,Canada,5890,87683146,4.64,14,124,48
Thyroid,2,1,2013,2017,Canada,7876,86365984,6.36,13,124,49
Thyroid,2,2,2013,2017,Canada,22542,87683146,19.15,4,124,49
Adrenal gland,2,1,2013,2017,Canada,348,86365984,0.42,36,124,50
Adrenal gland,2,2,2013,2017,Canada,360,87683146,0.41,34,124,50
Other endocrine,2,1,2013,2017,Canada,142,86365984,0.17,40,124,51
Other endocrine,2,2,2013,2017,Canada,101,87683146,0.09,43,124,51
Hodgkin lymphoma,2,1,2013,2017,Canada,2766,86365984,2.8,22,124,52
Hodgkin lymphoma,2,2,2013,2017,Canada,2231,87683146,2.35,20,124,52
Non-Hodgkin lymphoma,2,1,2013,2017,Canada,21652,86365984,14.37,5,124,53
Non-Hodgkin lymphoma,2,2,2013,2017,Canada,17066,87683146,10.09,7,124,53
Immunoproliferative diseases,2,1,2013,2017,Canada,1768,86365984,1.11,28,124,54
Immunoproliferative diseases,2,2,2013,2017,Canada,1582,87683146,0.92,29,124,54
Multiple myeloma,2,1,2013,2017,Canada,8642,86365984,5.07,15,124,55
Multiple myeloma,2,2,2013,2017,Canada,6393,87683146,3.28,16,124,55
Myeloproliferative disorders,2,1,2013,2017,Canada,5621,86365984,3.59,18,124,59
Myeloproliferative disorders,2,2,2013,2017,Canada,5961,87683146,3.36,15,124,59
Myelodysplastic syndromes,2,1,2013,2017,Canada,5866,86365984,2.99,19,124,60
Myelodysplastic syndromes,2,2,2013,2017,Canada,3920,87683146,1.61,24,124,60
Leukaemia,2,1,2013,2017,Canada,18994,259097952,4.47,17,124,101
Leukaemia,2,2,2013,2017,Canada,13114,263049438,2.86,18,124,101
"Lip, oral cavity and pharynx",2,1,2013,2017,Canada,16999,777293856,1.26,25,124,102
"Lip, oral cavity and pharynx",2,2,2013,2017,Canada,7558,789148314,0.51,32,124,102
Colorectum,2,1,2013,2017,Canada,64670,259097952,13.16,7,124,103
Colorectum,2,2,2013,2017,Canada,53605,263049438,9.44,8,124,103
Oesophagus,2,1,2013,2017,"Colombia, Cali",132,5664701,2.19,19,217000199,10
Oesophagus,2,2,2013,2017,"Colombia, Cali",62,6184569,0.7,26,217000199,10
Stomach,2,1,2013,2017,"Colombia, Cali",1224,5664701,20.45,2,217000199,11
Stomach,2,2,2013,2017,"Colombia, Cali",924,6184569,11.01,4,217000199,11
Small intestine,2,1,2013,2017,"Colombia, Cali",51,5664701,0.85,27,217000199,12
Small intestine,2,2,2013,2017,"Colombia, Cali",58,6184569,0.71,25,217000199,12
Liver,2,1,2013,2017,"Colombia, Cali",301,5664701,5.24,9,217000199,16
Liver,2,2,2013,2017,"Colombia, Cali",324,6184569,3.75,12,217000199,16
Gallbladder etc.,2,1,2013,2017,"Colombia, Cali",133,5664701,2.26,18,217000199,17
Gallbladder etc.,2,2,2013,2017,"Colombia, Cali",278,6184569,3.3,14,217000199,17
Pancreas,2,1,2013,2017,"Colombia, Cali",294,5664701,5,10,217000199,18
Pancreas,2,2,2013,2017,"Colombia, Cali",336,6184569,3.92,11,217000199,18
Nose sinuses etc.,2,1,2013,2017,"Colombia, Cali",37,5664701,0.62,31,217000199,19
Nose sinuses etc.,2,2,2013,2017,"Colombia, Cali",44,6184569,0.53,28,217000199,19
Larynx,2,1,2013,2017,"Colombia, Cali",160,5664701,2.78,17,217000199,20
Larynx,2,2,2013,2017,"Colombia, Cali",31,6184569,0.35,35,217000199,20
Lung (incl. trachea and bronchus),2,1,2013,2017,"Colombia, Cali",867,5664701,14.82,3,217000199,21
Lung (incl. trachea and bronchus),2,2,2013,2017,"Colombia, Cali",667,6184569,7.72,5,217000199,21
Other thoracic organs,2,1,2013,2017,"Colombia, Cali",41,5664701,0.71,29,217000199,22
Other thoracic organs,2,2,2013,2017,"Colombia, Cali",31,6184569,0.39,32,217000199,22
Bone,2,1,2013,2017,"Colombia, Cali",127,5664701,2.14,20,217000199,23
Bone,2,2,2013,2017,"Colombia, Cali",126,6184569,1.8,19,217000199,23
Melanoma of skin,2,1,2013,2017,"Colombia, Cali",174,5664701,2.92,15,217000199,24
Melanoma of skin,2,2,2013,2017,"Colombia, Cali",206,6184569,2.57,16,217000199,24
Other skin,2,1,2013,2017,"Colombia, Cali",71,5664701,1.19,23,217000199,25
Other skin,2,2,2013,2017,"Colombia, Cali",79,6184569,0.99,23,217000199,25
Mesothelioma,2,1,2013,2017,"Colombia, Cali",17,5664701,0.29,33,217000199,26
Mesothelioma,2,2,2013,2017,"Colombia, Cali",9,6184569,0.12,40,217000199,26
Kaposi sarcoma,2,1,2013,2017,"Colombia, Cali",70,5664701,1.1,25,217000199,27
Kaposi sarcoma,2,2,2013,2017,"Colombia, Cali",12,6184569,0.14,38,217000199,27
Connective tissue,2,1,2013,2017,"Colombia, Cali",176,5664701,2.89,16,217000199,28
Connective tissue,2,2,2013,2017,"Colombia, Cali",176,6184569,2.39,18,217000199,28
Breast,2,1,2013,2017,"Colombia, Cali",64,5664701,1.09,26,217000199,29
Breast,2,2,2013,2017,"Colombia, Cali",3872,6184569,50.22,1,217000199,29
Vulva,2,1,2013,2017,"Colombia, Cali",0,5664701,0,41,217000199,30
Vulva,2,2,2013,2017,"Colombia, Cali",57,6184569,0.64,27,217000199,30
Vagina,2,1,2013,2017,"Colombia, Cali",0,5664701,0,42,217000199,31
Vagina,2,2,2013,2017,"Colombia, Cali",40,6184569,0.49,29,217000199,31
Cervix uteri,2,1,2013,2017,"Colombia, Cali",0,5664701,0,43,217000199,32
Cervix uteri,2,2,2013,2017,"Colombia, Cali",1079,6184569,14.08,3,217000199,32
Corpus uteri,2,1,2013,2017,"Colombia, Cali",0,5664701,0,44,217000199,33
Corpus uteri,2,2,2013,2017,"Colombia, Cali",448,6184569,5.74,8,217000199,33
Uterus unspecified,2,1,2013,2017,"Colombia, Cali",0,5664701,0,45,217000199,34
Uterus unspecified,2,2,2013,2017,"Colombia, Cali",74,6184569,0.93,24,217000199,34
Ovary etc.,2,1,2013,2017,"Colombia, Cali",0,5664701,0,46,217000199,35
Ovary etc.,2,2,2013,2017,"Colombia, Cali",550,6184569,7.11,7,217000199,35
Other female genital organs,2,1,2013,2017,"Colombia, Cali",0,5664701,0,47,217000199,36
Other female genital organs,2,2,2013,2017,"Colombia, Cali",37,6184569,0.49,30,217000199,36
Placenta,2,1,2013,2017,"Colombia, Cali",0,5664701,0,48,217000199,37
Placenta,2,2,2013,2017,"Colombia, Cali",2,6184569,0.03,43,217000199,37
Penis,2,1,2013,2017,"Colombia, Cali",68,5664701,1.14,24,217000199,38
Penis,2,2,2013,2017,"Colombia, Cali",0,6184569,0,44,217000199,38
Prostate,2,1,2013,2017,"Colombia, Cali",3380,5664701,58.98,1,217000199,39
Prostate,2,2,2013,2017,"Colombia, Cali",0,6184569,0,45,217000199,39
Testis,2,1,2013,2017,"Colombia, Cali",205,5664701,3.27,14,217000199,40
Testis,2,2,2013,2017,"Colombia, Cali",0,6184569,0,46,217000199,40
Other male genital organs,2,1,2013,2017,"Colombia, Cali",7,5664701,0.12,37,217000199,41
